cameras number, updateSteinerGrid, rayRemoving, shrinkManifold, shrinkSingle, shrinkSeveral, Remove vertices, Remove points, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, isRegular, singleTest, addedPoints, movedPoints, Overall

10, 0.00122169, 0, 0.00068611, 0.000480715, 0.000158798, 0, 0, 0.00826111, 0, 0, 0, 0.0816291, 0, 0.00752137, 0.00660989, 0.000811729, 0.000969861, 0.000705691, 0.00517077, 0.00265646, 0.683, 0, 10.7244, 
20, 4.6352e-05, 0, 0.0213523, 0.0140248, 0.00724162, 0, 0, 0.0420656, 0, 0, 0, 0.0948896, 0.126149, 0.0137236, 0.00741023, 0.00132143, 0.00252182, 0.00256562, 0.011051, 0.0114384, 0.256, 0, 10.7244, 
30, 5.6048e-05, 0, 0.0335008, 0.0296714, 0.0037851, 0, 0, 0.0626069, 0, 0, 0, 0.0674761, 0.202879, 0.0180513, 0.00727742, 0.000737884, 0.00384607, 0.00431051, 0.00858337, 0.0215683, 0.102, 0, 10.7244, 
40, 4.49e-05, 0, 0.0323956, 0.0314267, 0.000931517, 0, 0, 0.0848806, 0, 0, 0, 0.0502803, 0.256746, 0.0188927, 0.00711887, 0.000709081, 0.00449848, 0.0048931, 0.00609383, 0.0231726, 0.095, 0, 10.7244, 
50, 3.5822e-05, 0, 0.0455883, 0.041796, 0.00374531, 0, 0, 0.0965798, 0, 0, 0, 0.0380337, 0.270787, 0.0213857, 0.010365, 0.00209921, 0.0056257, 0.00610653, 0.0107759, 0.0305005, 0.097, 0, 10.7244, 
60, 4.7331e-05, 0, 0.0537576, 0.0511996, 0.00250209, 0, 0, 0.109856, 0, 0, 0, 0.0545509, 0.300752, 0.0288907, 0.0171905, 0.00204539, 0.00705877, 0.00749114, 0.015059, 0.0396747, 0.299, 0, 10.7244, 
70, 3.5476e-05, 0, 0.0569288, 0.0513009, 0.00559082, 0, 0, 0.120538, 0, 0, 0, 0.071304, 0.428245, 0.040452, 0.0250693, 0.00371588, 0.00740217, 0.0074995, 0.0235269, 0.0460004, 0.18, 0, 10.7244, 
80, 6.6588e-05, 0, 0.0868835, 0.0826201, 0.00419335, 0, 0, 0.154733, 0, 0, 0, 0.0977489, 0.523574, 0.0568648, 0.0183766, 0.00279466, 0.0111266, 0.0119873, 0.017409, 0.068829, 0.287, 0, 10.7244, 
90, 3.5813e-05, 0, 0.109218, 0.0969106, 0.0122596, 0, 0, 0.0606851, 0, 0, 0, 0.0700971, 0.237302, 0.0469019, 0.0165179, 0.0038207, 0.0116017, 0.013218, 0.0222572, 0.0724646, 0.181, 0, 10.7244, 
100, 3.7179e-05, 0, 0.0938881, 0.0913556, 0.00249327, 0, 0, 0.0727166, 0, 0, 0, 0.0532086, 0.305126, 0.0791674, 0.036045, 0.00461608, 0.0160074, 0.0164056, 0.0296094, 0.0860062, 0.144, 0, 10.7244, 
110, 4.5578e-05, 0, 0.118311, 0.102451, 0.0158096, 0, 0, 0.0862584, 0, 0, 0, 0.0751285, 0.322678, 0.0616805, 0.0274264, 0.00840767, 0.0129015, 0.0141789, 0.0334913, 0.0877427, 0.351, 0, 10.7244, 
120, 3.5863e-05, 0, 0.151898, 0.128804, 0.0230356, 0, 0, 0.0841381, 0, 0, 0, 0.0807373, 0.366221, 0.0629662, 0.0252082, 0.00570924, 0.0145607, 0.0154796, 0.0367969, 0.103491, 0.262, 0, 10.7244, 
130, 4.4815e-05, 0, 0.164559, 0.143386, 0.0211201, 0, 0, 0.0781159, 0, 0, 0, 0.089933, 0.2628, 0.0656529, 0.0435912, 0.00362925, 0.0147165, 0.0170389, 0.0510328, 0.114963, 0.258, 0, 10.7244, 
140, 3.6421e-05, 0, 0.156559, 0.132168, 0.0243502, 0, 0, 0.0864465, 0, 0, 0, 0.106773, 0.247401, 0.0924547, 0.058166, 0.00716833, 0.0185303, 0.019875, 0.064938, 0.115666, 0.34, 0, 10.7244, 
150, 3.6331e-05, 0, 0.222034, 0.20402, 0.0179482, 0, 0, 0.0783157, 0, 0, 0, 0.127972, 0.241291, 0.0941641, 0.0588825, 0.00490139, 0.0220942, 0.0253926, 0.0607555, 0.162542, 0.321, 0, 10.7244, 
160, 3.6871e-05, 0, 0.20724, 0.177256, 0.0299369, 0, 0, 0.0717994, 0, 0, 0, 0.110109, 0.253864, 0.105496, 0.0702505, 0.00551703, 0.0220463, 0.0229628, 0.0798015, 0.14931, 0.285, 0, 10.7244, 
170, 4.5168e-05, 0, 0.225628, 0.18932, 0.0362428, 0, 0, 0.0930912, 0, 0, 0, 0.129345, 0.306831, 0.107768, 0.0704339, 0.00498467, 0.0232121, 0.0242426, 0.0842653, 0.156575, 0.379, 0, 10.7244, 
180, 3.4584e-05, 0, 0.31548, 0.258916, 0.0565057, 0, 0, 0.0880859, 0, 0, 0, 0.141001, 0.270959, 0.120007, 0.0833557, 0.00825458, 0.0281028, 0.0316652, 0.111073, 0.204629, 0.44, 0, 10.7244, 
190, 3.5291e-05, 0, 0.327415, 0.274458, 0.0528963, 0, 0, 0.135642, 0, 0, 0, 0.136647, 0.426412, 0.12738, 0.0920171, 0.010127, 0.0308003, 0.0343265, 0.114352, 0.215952, 0.413, 0, 10.7244, 
200, 4.4951e-05, 0, 0.408475, 0.342188, 0.0662327, 0, 0, 0.195507, 0, 0, 0, 0.168514, 0.537818, 0.121644, 0.106214, 0.0167174, 0.0309066, 0.0348443, 0.13507, 0.267764, 0.471, 0, 10.7244, 
210, 4.4705e-05, 0, 0.359391, 0.295382, 0.0639422, 0, 0, 0.177208, 0, 0, 0, 0.161479, 0.601494, 0.151789, 0.0902719, 0.00661281, 0.0381618, 0.0420657, 0.120528, 0.229002, 0.392, 0, 10.7244, 
