cameras number, updateSteinerGrid, rayRemoving, shrinkManifold, shrinkSingle, shrinkSeveral, Remove vertices, Remove points, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, isRegular, singleTest, addedPoints, movedPoints, Overall

10, 0.00166464, 0, 0.000826835, 0.000592012, 0.000191973, 0, 0, 0.00898073, 0, 0, 0, 0.0372533, 0, 0.00496046, 0.00713518, 0.00160676, 0.000710848, 0.00042958, 0.00569155, 0.00251635, 0.58, 0, 4.76342, 
20, 0.00068202, 0, 0.0221125, 0.014784, 0.00728973, 0, 0, 0.00652986, 0, 0, 0, 0.0404468, 0.0190013, 0.0179703, 0.0155885, 0.00145223, 0.00345363, 0.00353939, 0.0188739, 0.0154356, 0.491, 0, 4.76342, 
30, 0.000382652, 0, 0.030332, 0.0247876, 0.00548856, 0, 0, 0.0183919, 0, 0, 0, 0.0415335, 0.0251583, 0.0294724, 0.0282607, 0.00249209, 0.0063673, 0.00613555, 0.0273308, 0.0244038, 0.511, 0, 4.76342, 
40, 0.000362361, 0, 0.0519928, 0.0387915, 0.0131282, 0, 0, 0.00877926, 0, 0, 0, 0.0580221, 0.0132882, 0.0481661, 0.0346777, 0.00861399, 0.00948334, 0.00842276, 0.0391897, 0.0470743, 0.509, 0, 4.76342, 
50, 0.0010051, 0, 0.0404898, 0.0315454, 0.00888197, 0, 0, 0.0174944, 0, 0, 0, 0.0522448, 0.0154382, 0.0318581, 0.0233184, 0.00313345, 0.00707139, 0.00727179, 0.0254109, 0.0308003, 0.522, 0, 4.76342, 
60, 0.00111309, 0, 0.0532687, 0.0459569, 0.00727211, 0, 0, 0.017534, 0, 0, 0, 0.0372032, 0.0137987, 0.0293017, 0.0270614, 0.00343391, 0.00760867, 0.00896229, 0.0278771, 0.0378385, 0.504, 0, 4.76342, 
70, 0.00161087, 0, 0.0495299, 0.0301886, 0.0192864, 0, 0, 0.00797394, 0, 0, 0, 0.0458841, 0.014512, 0.0534483, 0.0279013, 0.00456061, 0.00930355, 0.00777833, 0.0383204, 0.040733, 0.456, 0, 4.76342, 
80, 0.000434845, 0, 0.047407, 0.0333887, 0.013955, 0, 0, 0.00638024, 0, 0, 0, 0.0408528, 0.0122144, 0.0286031, 0.0246112, 0.00787025, 0.00563058, 0.00606512, 0.0299702, 0.0299523, 0.523, 0, 4.76342, 
90, 0.000443574, 0, 0.0399132, 0.0324358, 0.00743222, 0, 0, 0.0100734, 0, 0, 0, 0.0393092, 0.00895096, 0.029685, 0.0251186, 0.00204023, 0.00512271, 0.00530551, 0.0266313, 0.0294899, 0.534, 0, 4.76342, 
100, 0.000472467, 0, 0.0267294, 0.0235368, 0.00315038, 0, 0, 0.0124117, 0, 0, 0, 0.0352583, 0.0119227, 0.023608, 0.0209038, 0.00427369, 0.00431831, 0.00442172, 0.0194122, 0.0209515, 0.598, 0, 4.76342, 
110, 0.000931322, 0, 0.0528801, 0.0385693, 0.0142421, 0, 0, 0.0147823, 0, 0, 0, 0.0545266, 0.0125228, 0.0273143, 0.0258363, 0.00426921, 0.00493629, 0.00600847, 0.0322962, 0.0314602, 0.582, 0, 4.76342, 
120, 0.00209626, 0, 0.0801773, 0.0695153, 0.0106221, 0, 0, 0.0206211, 0, 0, 0, 0.0727047, 0.0587123, 0.060858, 0.045023, 0.00612024, 0.0124015, 0.0130704, 0.0451849, 0.0650724, 0.646, 0, 4.76342, 
130, 0.000534634, 0, 0.0551557, 0.0500596, 0.0050554, 0, 0, 0.0300205, 0, 0, 0, 0.110443, 0.0548775, 0.0449613, 0.0686043, 0.0238108, 0.00903963, 0.00944668, 0.0595445, 0.0545667, 0.919, 0, 4.76342, 
140, 0.000644513, 0, 0.11508, 0.093308, 0.0216406, 0, 0, 0.0671399, 0, 0, 0, 0.165514, 0.0937207, 0.114687, 0.0934012, 0.0106235, 0.0189854, 0.0182782, 0.0911445, 0.104206, 1.277, 0, 4.76342, 
150, 0.000539286, 0, 0.0689429, 0.0589857, 0.00991449, 0, 0, 0.0271476, 0, 0, 0, 0.0903808, 0.0541604, 0.127429, 0.0890411, 0.0147622, 0.0197955, 0.0153584, 0.0786549, 0.100262, 1.175, 0, 4.76342, 
160, 0.000558774, 0, 0.0892673, 0.0641395, 0.0250827, 0, 0, 0.0233626, 0, 0, 0, 0.0778411, 0.0291346, 0.0611224, 0.0520085, 0.00799586, 0.011466, 0.0114285, 0.0611019, 0.0623045, 1.068, 0, 4.76342, 
170, 0.00135033, 0, 0.072186, 0.0545354, 0.017565, 0, 0, 0.0236136, 0, 0, 0, 0.0707016, 0.029669, 0.063392, 0.0460792, 0.00612334, 0.0103022, 0.0102911, 0.0513678, 0.0526081, 1.006, 0, 4.76342, 
180, 0.000557726, 0, 0.109105, 0.0863731, 0.0226851, 0, 0, 0.035205, 0, 0, 0, 0.0893445, 0.0240226, 0.0717776, 0.0556239, 0.00785268, 0.0139837, 0.0160239, 0.0638059, 0.0742193, 1.135, 0, 4.76342, 
190, 0.000673348, 0, 0.0892145, 0.0786115, 0.0105495, 0, 0, 0.02145, 0, 0, 0, 0.0725009, 0.0288615, 0.0748561, 0.0544093, 0.0116332, 0.0136662, 0.0145514, 0.0521851, 0.0682736, 0.992, 0, 4.76342, 
200, 0.00244974, 0, 0.0941506, 0.0761199, 0.0179712, 0, 0, 0.0234734, 0, 0, 0, 0.0796099, 0.0274373, 0.0819086, 0.0613939, 0.0108472, 0.0140268, 0.0133407, 0.0639927, 0.0746183, 1.062, 0, 4.76342, 
210, 0.000676349, 0, 0.0991377, 0.0826304, 0.01646, 0, 0, 0.0267833, 0, 0, 0, 0.0649363, 0.0289548, 0.0721481, 0.076878, 0.0170672, 0.0136248, 0.0147953, 0.0743048, 0.0753673, 0.981, 0, 4.76342, 
220, 0.00482059, 0, 0.194305, 0.146913, 0.0472027, 0, 0, 0.0414209, 0, 0, 0, 0.11676, 0.0348063, 0.111743, 0.0937879, 0.0121845, 0.0229839, 0.0270359, 0.112816, 0.124142, 0.961, 0, 4.76342, 
230, 0.00402273, 0, 0.155735, 0.121239, 0.0343896, 0, 0, 0.0430184, 0, 0, 0, 0.111293, 0.0560808, 0.0871586, 0.0562432, 0.0160368, 0.0160737, 0.0199572, 0.0739055, 0.0901583, 1.083, 0, 4.76342, 
240, 0.000805123, 0, 0.138396, 0.110087, 0.0282306, 0, 0, 0.0438372, 0, 0, 0, 0.104441, 0.0551628, 0.0826023, 0.0552533, 0.0109688, 0.0156013, 0.018167, 0.0678946, 0.0823767, 1.105, 0, 4.76342, 
250, 0.00528504, 0, 0.0730565, 0.0598619, 0.0131463, 0, 0, 0.0271025, 0, 0, 0, 0.0933492, 0.0426503, 0.100253, 0.0620238, 0.00802679, 0.0169656, 0.0145016, 0.0583858, 0.0730511, 1.134, 0, 4.76342, 
