cameras number, updateSteinerGrid, rayRemoving, shrinkManifold, shrinkSingle, shrinkSeveral, Remove vertices, Remove points, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, isRegular, singleTest, addedPoints, movedPoints, Overall

10, 0.00128352, 0, 0.0006197, 0.000440556, 0.000144549, 0, 0, 0.00932346, 0, 0, 0, 0.092925, 0, 0.00721927, 0.0113591, 0.00140907, 0.000928893, 0.00060632, 0.00909673, 0.00276322, 0.91, 0, 15.8993, 
20, 3.3085e-05, 0, 0.0160709, 0.0141177, 0.00189636, 0, 0, 0.0272055, 0, 0, 0, 0.101589, 0.0763388, 0.0213062, 0.018003, 0.00652412, 0.00355624, 0.00359084, 0.0154502, 0.0156527, 0.585, 0, 15.8993, 
30, 4.3664e-05, 0, 0.038426, 0.0306239, 0.00773338, 0, 0, 0.024717, 0, 0, 0, 0.0643755, 0.0591182, 0.0339251, 0.0244312, 0.00370258, 0.00645338, 0.00664285, 0.0251288, 0.0284359, 0.459, 0, 15.8993, 
40, 5.5289e-05, 0, 0.0552021, 0.0470251, 0.00805461, 0, 0, 0.0251108, 0, 0, 0, 0.0617608, 0.0465481, 0.0455961, 0.0306553, 0.002133, 0.00902175, 0.00961365, 0.0307087, 0.0399162, 0.542, 0, 15.8993, 
50, 3.2611e-05, 0, 0.0669515, 0.0597734, 0.00712288, 0, 0, 0.0121097, 0, 0, 0, 0.0860872, 0.0249631, 0.0482918, 0.0329156, 0.00338876, 0.0103004, 0.0118744, 0.0321884, 0.0508645, 0.539, 0, 15.8993, 
60, 3.2668e-05, 0, 0.0771741, 0.0709658, 0.00615857, 0, 0, 0.0173417, 0, 0, 0, 0.0959774, 0.0410827, 0.0665148, 0.0439835, 0.0046779, 0.0124734, 0.0137408, 0.0400903, 0.065512, 0.472, 0, 15.8993, 
70, 4.5535e-05, 0, 0.083315, 0.076359, 0.00691794, 0, 0, 0.0313132, 0, 0, 0, 0.0920184, 0.0691598, 0.0785243, 0.0504474, 0.00567346, 0.0148085, 0.0158703, 0.0453315, 0.0706404, 0.533, 0, 15.8993, 
80, 3.3495e-05, 0, 0.103776, 0.0891568, 0.014583, 0, 0, 0.0164916, 0, 0, 0, 0.06694, 0.0629177, 0.0843186, 0.0503711, 0.0054959, 0.0160976, 0.0173372, 0.0523231, 0.0801358, 0.376, 0, 15.8993, 
90, 3.4841e-05, 0, 0.116464, 0.107863, 0.00856362, 0, 0, 0.0308471, 0, 0, 0, 0.0780604, 0.0623777, 0.100329, 0.0594008, 0.00660448, 0.0187101, 0.0207429, 0.0534999, 0.0959823, 0.508, 0, 15.8993, 
100, 0.000959097, 0, 0.14731, 0.127637, 0.0196368, 0, 0, 0.0211246, 0, 0, 0, 0.0991642, 0.0450814, 0.115735, 0.073535, 0.00757723, 0.0225, 0.0242229, 0.0746186, 0.116771, 0.667, 0, 15.8993, 
110, 0.000603455, 0, 0.191065, 0.165399, 0.0255766, 0, 0, 0.0303407, 0, 0, 0, 0.154983, 0.0752663, 0.133557, 0.0750709, 0.0114889, 0.0267152, 0.0284962, 0.0804288, 0.147376, 0.661, 0, 15.8993, 
120, 3.2606e-05, 0, 0.317636, 0.264587, 0.0529836, 0, 0, 0.0527233, 0, 0, 0, 0.117424, 0.175192, 0.160927, 0.0963139, 0.0156218, 0.0325699, 0.0356553, 0.118974, 0.22883, 0.381, 0, 15.8993, 
130, 3.297e-05, 0, 0.40591, 0.336523, 0.0693322, 0, 0, 0.117468, 0, 0, 0, 0.202348, 0.304314, 0.175092, 0.0792649, 0.0131271, 0.0366608, 0.0413372, 0.119646, 0.284013, 0.552, 0, 15.8993, 
140, 3.6807e-05, 0, 0.386087, 0.332575, 0.0533923, 0, 0, 0.158625, 0, 0, 0, 0.230464, 0.47533, 0.193083, 0.0749071, 0.00851719, 0.0422394, 0.0461534, 0.103139, 0.275146, 0.518, 0, 15.8993, 
150, 3.8276e-05, 0, 0.557113, 0.469992, 0.0870614, 0, 0, 0.163319, 0, 0, 0, 0.189417, 0.598203, 0.241221, 0.12224, 0.0144371, 0.0517634, 0.0586844, 0.165211, 0.391588, 0.458, 0, 15.8993, 
160, 3.4011e-05, 0, 0.658135, 0.563229, 0.094828, 0, 0, 0.166894, 0, 0, 0, 0.274348, 0.739876, 0.266953, 0.109073, 0.0145703, 0.0576935, 0.0655337, 0.161584, 0.46666, 0.613, 0, 15.8993, 
170, 4.3566e-05, 0, 0.811197, 0.698327, 0.112812, 0, 0, 0.162177, 0, 0, 0, 0.179912, 0.616766, 0.29668, 0.113673, 0.014605, 0.0638987, 0.0735445, 0.177405, 0.582678, 0.387, 0, 15.8993, 
180, 3.3661e-05, 0, 0.944571, 0.834465, 0.110042, 0, 0, 0.118035, 0, 0, 0, 0.158819, 0.538715, 0.293228, 0.0948219, 0.017772, 0.0637737, 0.0718375, 0.163048, 0.681869, 0.413, 0, 15.8993, 
190, 3.6926e-05, 0, 0.955786, 0.811015, 0.144697, 0, 0, 0.118381, 0, 0, 0, 0.138746, 0.499855, 0.31668, 0.0843892, 0.0174463, 0.069946, 0.0804974, 0.184191, 0.657636, 0.301, 0, 15.8993, 
200, 3.9275e-05, 0, 1.17624, 1.01103, 0.165161, 0, 0, 0.0912036, 0, 0, 0, 0.128792, 0.429475, 0.278512, 0.109452, 0.0198464, 0.0647333, 0.0780784, 0.21907, 0.810097, 0.293, 0, 15.8993, 
210, 3.3541e-05, 0, 1.20263, 1.04592, 0.156653, 0, 0, 0.0887775, 0, 0, 0, 0.122239, 0.439448, 0.294737, 0.104131, 0.0145123, 0.07264, 0.0860524, 0.208645, 0.830363, 0.263, 0, 15.8993, 
220, 3.2266e-05, 0, 1.39259, 1.19283, 0.199685, 0, 0, 0.0904306, 0, 0, 0, 0.1158, 0.45296, 0.346528, 0.1555, 0.0194076, 0.0783141, 0.0890109, 0.280451, 0.983198, 0.319, 0, 15.8993, 
