cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, addedPoints, movedPoints, Overall

4, 0.004658, 0.046762, 0.028298, 0.017731, 0.155108, 0, 0, 0, 0.540855, 0, 0.199822, 0.106074, 0.044781, 0.0206931, 0.0184574, 4.89, 0, 1.1047, 
8, 4e-06, 0.419065, 0.372263, 0.045625, 0.324679, 0, 0, 0, 0.711435, 0.626755, 0.435612, 0.298166, 0.046055, 0.0780148, 0.0763769, 3.645, 0, 2.87424, 
12, 7e-06, 0.949502, 0.84099, 0.107872, 0.265351, 0, 0, 0, 0.683386, 0.434069, 0.710784, 0.127301, 0.055845, 0.128705, 0.142239, 3.9825, 0, 3.2362, 
16, 0.001097, 1.09307, 1.05369, 0.038761, 0.246584, 0, 0, 0, 0.648575, 0.333993, 1.0392, 0.068456, 0.058637, 0.205288, 0.196467, 3.4875, 0, 3.50149, 
20, 6e-06, 1.3811, 1.32135, 0.059229, 0.196707, 0, 0, 0, 0.664016, 0.272923, 1.37686, 0.055112, 0.059445, 0.225696, 0.224136, 3.3925, 0, 4.0114, 
24, 0.001127, 1.79716, 1.41804, 0.378296, 0.288364, 0, 0, 0, 0.695323, 0.367325, 1.52999, 0.110007, 0.081598, 0.240606, 0.241334, 3.99, 0, 4.88333, 
28, 9e-06, 2.41283, 2.11447, 0.29766, 0.263286, 0, 0, 0, 0.838213, 0.409363, 1.96224, 0.081348, 0.07988, 0.300363, 0.299084, 4.23, 0, 6.05984, 
32, 0.004648, 1.43221, 1.31392, 0.117582, 0.356249, 0, 0, 0, 0.867967, 0.529413, 1.42498, 0.092017, 0.084018, 0.232749, 0.232248, 4.435, 0, 5.14702, 
36, 7e-06, 2.03315, 1.92145, 0.111127, 0.401059, 0, 0, 0, 1.10893, 0.552227, 1.89339, 0.082006, 0.097432, 0.301554, 0.302925, 4.0175, 0, 6.1887, 
40, 5e-06, 2.54262, 2.23427, 0.307751, 0.44517, 0, 0, 0, 1.10849, 0.702536, 2.09873, 0.11919, 0.111855, 0.340405, 0.342225, 4.3275, 0, 7.1513, 
44, 0.00137, 1.82287, 1.74768, 0.074514, 0.406144, 0, 0, 0, 0.824453, 0.617349, 2.18939, 0.093143, 0.105234, 0.335276, 0.330004, 4.78, 0, 6.07641, 
48, 0.005206, 2.42147, 2.23742, 0.183302, 0.28705, 0, 0, 0, 0.54975, 0.379881, 2.72864, 0.095037, 0.101079, 0.396385, 0.392825, 4.3775, 0, 6.57382, 
52, 6e-06, 2.5131, 2.3132, 0.199266, 0.24487, 0, 0, 0, 0.638201, 0.276741, 3.1332, 0.098873, 0.105361, 0.448371, 0.432478, 3.7675, 0, 7.01687, 
56, 5e-06, 2.92163, 2.63891, 0.282117, 0.235559, 0, 0, 0, 0.728917, 0.289045, 3.27728, 0.12388, 0.119865, 0.462405, 0.446204, 3.2725, 0, 7.70424, 
60, 0.00344, 1.89617, 1.65477, 0.240243, 0.336143, 0, 0, 0, 0.817421, 0.505565, 1.90031, 0.129996, 0.145221, 0.278309, 0.284508, 4.6025, 0, 5.75178, 
