cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, Overall

4, 0.009741, 0.039237, 0.02533, 0.013107, 0.038818, 0, 0, 0, 0.268171, 0, 0.081607, 0.025643, 0.018334, 0.00835554, 0.00615576, 0.504174, 
8, 6e-06, 0.132127, 0.116355, 0.014852, 0.078985, 0, 0, 0, 0.256622, 0.193013, 0.102947, 0.017442, 0.017039, 0.0248433, 0.0223622, 0.807804, 
12, 6e-06, 0.173928, 0.153227, 0.020275, 0.066037, 0, 0, 0, 0.186102, 0.143776, 0.174191, 0.018858, 0.016344, 0.0504279, 0.0444982, 0.784834, 
16, 0.001234, 0.225563, 0.202927, 0.022225, 0.053388, 0, 0, 0, 0.161078, 0.076923, 0.234287, 0.018161, 0.016589, 0.0716427, 0.0653168, 0.79108, 
20, 5e-06, 0.351652, 0.324531, 0.025854, 0.044619, 0, 0, 0, 0.202611, 0.125805, 0.429704, 0.027553, 0.023378, 0.117275, 0.0967129, 1.21354, 
24, 0.001193, 0.523657, 0.45006, 0.072496, 0.058199, 0, 0, 0, 0.208014, 0.121592, 0.377836, 0.02143, 0.021165, 0.125192, 0.112672, 1.33778, 
28, 0.000269, 0.535078, 0.472029, 0.062619, 0.060552, 0, 0, 0, 0.218787, 0.132453, 0.533629, 0.022361, 0.023354, 0.197189, 0.153106, 1.53512, 
32, 0.005575, 0.405755, 0.328926, 0.076393, 0.078998, 0, 0, 0, 0.26695, 0.119241, 0.373938, 0.03405, 0.026889, 0.131458, 0.117073, 1.45836, 
36, 1.5e-05, 0.603188, 0.498144, 0.104642, 0.087775, 0, 0, 0, 0.39439, 0.270816, 0.480554, 0.037924, 0.026151, 0.177414, 0.170939, 1.91711, 
40, 5e-06, 0.655648, 0.559179, 0.09602, 0.132154, 0, 0, 0, 0.28278, 0.235825, 0.512981, 0.035399, 0.029967, 0.200342, 0.182499, 1.89037, 
44, 0.001352, 0.667487, 0.580747, 0.086289, 0.111915, 0, 0, 0, 0.20628, 0.18594, 0.514157, 0.040225, 0.028723, 0.230594, 0.199122, 1.76183, 
48, 0.005592, 0.732129, 0.611503, 0.120164, 0.0853, 0, 0, 0, 0.121006, 0.093793, 0.668889, 0.026334, 0.028752, 0.268377, 0.238955, 1.76495, 
52, 5e-06, 0.810299, 0.752361, 0.057513, 0.056763, 0, 0, 0, 0.143233, 0.071351, 0.750583, 0.029384, 0.034669, 0.31175, 0.283494, 1.90082, 
56, 9e-06, 1.12417, 0.888872, 0.234917, 0.046967, 0, 0, 0, 0.126348, 0.05333, 0.78978, 0.028549, 0.031132, 0.336625, 0.310647, 2.20674, 
60, 0.003493, 0.636096, 0.500273, 0.135343, 0.087854, 0, 0, 0, 0.165817, 0.146044, 0.551683, 0.081126, 0.039556, 0.219647, 0.197692, 1.71492, 
64, 5e-06, 0.532609, 0.483489, 0.048705, 0.053083, 0, 0, 0, 0.161525, 0.088229, 0.483323, 0.072227, 0.048909, 0.20994, 0.191384, 1.70561, 
68, 0.0027, 0.305178, 0.28688, 0.017913, 0.050383, 0, 0, 0, 0.146094, 0.092342, 0.345451, 0.055372, 0.033436, 0.13825, 0.134051, 1.03805, 
72, 6e-06, 0.499391, 0.421071, 0.077507, 0.077538, 0, 0, 0, 0.157082, 0.151782, 0.412772, 0.065088, 0.034373, 0.17579, 0.169609, 1.40336, 
76, 2.1e-05, 0.636567, 0.521289, 0.114858, 0.08019, 0, 0, 0, 0.176518, 0.193564, 0.551545, 0.089526, 0.038411, 0.22421, 0.205066, 1.77417, 
80, 5e-06, 0.823992, 0.651193, 0.172401, 0.068465, 0, 0, 0, 0.137903, 0.094792, 0.612317, 0.10087, 0.040308, 0.290328, 0.249082, 1.88225, 
84, 0.004276, 0.976981, 0.745976, 0.230033, 0.055001, 0, 0, 0, 0.184085, 0.091058, 0.744709, 0.110349, 0.039418, 0.337125, 0.307125, 2.21345, 
88, 6e-06, 1.12773, 0.843009, 0.284329, 0.047026, 0, 0, 0, 0.171611, 0.059675, 0.801319, 0.046747, 0.041145, 0.355071, 0.327916, 2.29788, 
92, 0.003921, 0.426413, 0.35411, 0.071578, 0.057703, 0, 0, 0, 0.226424, 0.088036, 0.386308, 0.054028, 0.049604, 0.169486, 0.152802, 1.29802, 
96, 8e-06, 0.490714, 0.411519, 0.078718, 0.07205, 0, 0, 0, 0.260885, 0.139932, 0.513478, 0.107256, 0.045293, 0.234933, 0.200119, 2.07274, 
100, 0.002891, 0.429196, 0.383136, 0.045101, 0.091801, 0, 0, 0, 0.182673, 0.165021, 0.388755, 0.088128, 0.031012, 0.175317, 0.177168, 1.38536, 
104, 5e-06, 0.516553, 0.44604, 0.069933, 0.077188, 0, 0, 0, 0.294513, 0.117188, 0.51688, 0.101185, 0.035449, 0.232888, 0.220196, 1.66533, 
108, 0.003187, 0.475952, 0.404735, 0.070798, 0.058044, 0, 0, 0, 0.203864, 0.082649, 0.455186, 0.151305, 0.033644, 0.213085, 0.197015, 1.46747, 
112, 6e-06, 0.707397, 0.609342, 0.097532, 0.103974, 0, 0, 0, 0.248341, 0.111336, 0.594059, 0.196899, 0.042913, 0.285276, 0.267583, 2.01057, 
116, 0.004391, 0.544545, 0.481507, 0.062551, 0.057907, 0, 0, 0, 0.155486, 0.085719, 0.530413, 0.305918, 0.0384, 0.260242, 0.239715, 1.73052, 
120, 6e-06, 0.644786, 0.59655, 0.047812, 0.060181, 0, 0, 0, 0.194306, 0.086731, 0.548496, 0.076294, 0.039899, 0.267759, 0.253745, 1.65349, 
124, 0.003804, 0.469291, 0.421889, 0.046925, 0.072764, 0, 0, 0, 0.254861, 0.127695, 0.503563, 0.190748, 0.041471, 0.236459, 0.214951, 1.66988, 
128, 6e-06, 0.55305, 0.503145, 0.049459, 0.081101, 0, 0, 0, 0.242491, 0.169257, 0.547944, 0.033122, 0.04219, 0.253688, 0.239737, 2.17677, 
132, 0.002735, 0.550231, 0.488525, 0.061284, 0.07972, 0, 0, 0, 0.223255, 0.096657, 0.478528, 0.030789, 0.040562, 0.233657, 0.228233, 1.50551, 
136, 4e-06, 0.626941, 0.577698, 0.048793, 0.062995, 0, 0, 0, 0.285841, 0.116836, 0.630026, 0.033811, 0.039658, 0.301294, 0.292308, 1.79885, 
