cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, addedPoints, movedPoints, Overall

4, 0.005662, 0.018221, 0.01124, 0.006537, 0.041465, 0, 0, 0, 0.13929, 0, 0.052801, 0.015023, 0.015902, 0.00643264, 0.00561414, 1.63, 0, 0.29152, 
8, 5e-06, 0.091038, 0.077202, 0.013323, 0.078729, 0, 0, 0, 0.191326, 0.15807, 0.11064, 0.015985, 0.016289, 0.0219505, 0.0238778, 1.215, 0, 0.66549, 
12, 8e-06, 0.224329, 0.200833, 0.023037, 0.100208, 0, 0, 0, 0.180916, 0.122228, 0.15936, 0.019297, 0.016867, 0.0347913, 0.0381862, 1.3275, 0, 0.82942, 
16, 0.001215, 0.226179, 0.203209, 0.022574, 0.052035, 0, 0, 0, 0.163405, 0.108135, 0.267355, 0.021494, 0.018597, 0.0540458, 0.0711178, 1.1625, 0, 0.867339, 
20, 7e-06, 0.45164, 0.427923, 0.023312, 0.047385, 0, 0, 0, 0.201938, 0.093002, 0.270282, 0.017749, 0.017403, 0.0720483, 0.0693267, 1.13, 0, 1.10647, 
24, 0.001314, 0.386868, 0.318808, 0.067584, 0.063364, 0, 0, 0, 0.213302, 0.104409, 0.321788, 0.023815, 0.021369, 0.0726351, 0.0735178, 1.33, 0, 1.13958, 
28, 0.000102, 0.500647, 0.420101, 0.08002, 0.085698, 0, 0, 0, 0.32856, 0.178271, 0.545329, 0.038336, 0.027021, 0.0881349, 0.109608, 1.41, 0, 1.72044, 
32, 0.003851, 0.392073, 0.321258, 0.070391, 0.076283, 0, 0, 0, 0.26946, 0.12595, 0.300865, 0.036163, 0.026254, 0.070499, 0.074558, 1.4775, 0, 1.36629, 
36, 5e-06, 0.633309, 0.520135, 0.112577, 0.093803, 0, 0, 0, 0.347667, 0.179494, 0.365251, 0.035994, 0.026386, 0.0871317, 0.100327, 1.34, 0, 1.69062, 
40, 5e-06, 0.570255, 0.484901, 0.084931, 0.108393, 0, 0, 0, 0.310493, 0.20164, 0.428331, 0.036214, 0.030569, 0.100862, 0.103318, 1.4425, 0, 1.68912, 
44, 0.001372, 0.548653, 0.466905, 0.081274, 0.085237, 0, 0, 0, 0.236888, 0.179266, 0.412959, 0.040456, 0.03295, 0.0965143, 0.106738, 1.5925, 0, 1.54918, 
48, 0.00587, 0.59087, 0.486665, 0.103713, 0.062081, 0, 0, 0, 0.126895, 0.084748, 0.485833, 0.026594, 0.030308, 0.106976, 0.111079, 1.46, 0, 1.41806, 
52, 5e-06, 0.654117, 0.597166, 0.056483, 0.04834, 0, 0, 0, 0.134986, 0.053638, 0.551032, 0.027699, 0.03062, 0.119653, 0.12283, 1.255, 0, 1.50636, 
56, 5e-06, 0.889014, 0.657204, 0.231423, 0.060158, 0, 0, 0, 0.138096, 0.060377, 0.644604, 0.02713, 0.030286, 0.131317, 0.129446, 1.0925, 0, 1.85424, 
60, 0.003457, 0.485465, 0.361488, 0.123554, 0.081357, 0, 0, 0, 0.193486, 0.103829, 0.381566, 0.077968, 0.040629, 0.0811558, 0.0796875, 1.5325, 0, 1.37418, 
64, 5e-06, 0.434976, 0.384816, 0.049762, 0.054892, 0, 0, 0, 0.154649, 0.093572, 0.398029, 0.074946, 0.04308, 0.0794319, 0.0852843, 1.185, 0, 1.51158, 
68, 0.002678, 0.238683, 0.219199, 0.019084, 0.052102, 0, 0, 0, 0.146485, 0.09097, 0.224307, 0.051201, 0.031406, 0.0444599, 0.0485703, 1.165, 0, 0.842344, 
72, 5e-06, 0.385088, 0.31555, 0.069146, 0.058148, 0, 0, 0, 0.150585, 0.117902, 0.280324, 0.061575, 0.032527, 0.0612601, 0.0657825, 1.0425, 0, 1.09039, 
76, 6e-06, 0.506391, 0.384038, 0.121931, 0.096989, 0, 0, 0, 0.229704, 0.222505, 0.351675, 0.079184, 0.038226, 0.0706589, 0.07324, 1.425, 0, 1.52813, 
80, 8e-06, 0.604171, 0.45105, 0.152685, 0.076678, 0, 0, 0, 0.139931, 0.101513, 0.428634, 0.097382, 0.037462, 0.0852974, 0.0861609, 1.2975, 0, 1.49018, 
84, 0.003832, 0.71632, 0.532059, 0.183469, 0.054025, 0, 0, 0, 0.162089, 0.0648, 0.478913, 0.108447, 0.039988, 0.0940367, 0.0975096, 1.2775, 0, 1.63676, 
88, 5e-06, 0.90587, 0.645781, 0.259621, 0.04747, 0, 0, 0, 0.205309, 0.080226, 0.51159, 0.047813, 0.039379, 0.100313, 0.104665, 1.1875, 0, 1.84126, 
92, 0.003369, 0.352024, 0.275522, 0.076081, 0.072398, 0, 0, 0, 0.269032, 0.092212, 0.28001, 0.051829, 0.050175, 0.0540109, 0.0554028, 1.5, 0, 1.1762, 
96, 7e-06, 0.408991, 0.327658, 0.080843, 0.088774, 0, 0, 0, 0.252577, 0.130213, 0.330222, 0.03956, 0.03995, 0.0714095, 0.0747432, 1.5075, 0, 1.66454, 
100, 0.003028, 0.305845, 0.255569, 0.049567, 0.082639, 0, 0, 0, 0.233404, 0.187322, 0.262313, 0.092098, 0.031379, 0.0599832, 0.0581904, 1.28, 0, 1.20359, 
104, 6e-06, 0.372152, 0.310217, 0.061504, 0.057486, 0, 0, 0, 0.204005, 0.102186, 0.335473, 0.10388, 0.040641, 0.0674349, 0.0737696, 1.43, 0, 1.22251, 
108, 0.004595, 0.390406, 0.323888, 0.06609, 0.063264, 0, 0, 0, 0.230836, 0.110321, 0.31163, 0.154022, 0.033739, 0.073883, 0.0679394, 1.4275, 0, 1.30742, 
112, 8e-06, 0.488082, 0.408824, 0.078855, 0.077218, 0, 0, 0, 0.263429, 0.111132, 0.375534, 0.20408, 0.043718, 0.079841, 0.0825173, 1.64, 0, 1.56922, 
116, 0.003813, 0.387998, 0.326898, 0.060674, 0.056695, 0, 0, 0, 0.162267, 0.089265, 0.341351, 0.311064, 0.053678, 0.0735066, 0.07553, 1.4875, 0, 1.41516, 
120, 5e-06, 0.566496, 0.51038, 0.054811, 0.05471, 0, 0, 0, 0.225725, 0.073496, 0.335741, 0.071565, 0.037895, 0.0692376, 0.0859713, 1.3875, 0, 1.37304, 
124, 0.003356, 0.327465, 0.292771, 0.034262, 0.074641, 0, 0, 0, 0.250198, 0.120312, 0.284803, 0.19905, 0.0608, 0.0572173, 0.05962, 1.605, 0, 1.32788, 
128, 6e-06, 0.45683, 0.410104, 0.046301, 0.076377, 0, 0, 0, 0.208924, 0.171462, 0.333999, 0.034471, 0.040556, 0.0661873, 0.0686426, 1.5625, 0, 1.83582, 
132, 0.002704, 0.353843, 0.298796, 0.054635, 0.059562, 0, 0, 0, 0.19722, 0.091613, 0.319039, 0.034532, 0.040951, 0.0601268, 0.0620969, 1.4925, 0, 1.10664, 
