cameras number, updateSteinerGrid, shrinkManifold, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, Save manifold, Overall

4, 0.003549, 0.001378, 0.038594, 2.5e-05, 0, 0, 0.579826, 0, 0.094125, 0.327269, 0.005533, 0.102543, 1.18933, 
8, 0.000222, 0.265515, 0.432221, 0.321637, 0, 0.046972, 1.1707, 0.31601, 0.199984, 0.501574, 0.009732, 0.189654, 3.53406, 
12, 0.001728, 0.594066, 0.439192, 0.181868, 0, 0.109311, 1.09479, 0.912729, 0.316085, 1.05719, 0.018755, 0.271279, 5.12065, 
16, 0.000249, 1.4422, 0.337214, 0.084652, 0, 0.086058, 1.00241, 0.884374, 0.464069, 1.38664, 0.034925, 0.356353, 6.24732, 
20, 0.000277, 2.01558, 0.269458, 0.108568, 0, 0.077459, 1.11179, 0.859776, 0.627702, 1.59514, 0.031337, 0.41683, 7.32143, 
24, 0.000223, 2.63938, 0.39222, 0.113199, 0, 0.126968, 1.16471, 0.85096, 0.778533, 1.93045, 0.048955, 0.584824, 8.89845, 
28, 0.000218, 4.21809, 0.428857, 0.265044, 0, 0.135528, 1.29751, 1.15823, 1.01542, 2.06635, 0.047949, 0.595852, 11.5592, 
32, 0.001948, 4.68756, 0.505226, 0.240522, 0, 0.100294, 1.43599, 1.32845, 1.17804, 2.4771, 0.060564, 0.737352, 13.1571, 
36, 0.000224, 5.66139, 0.656798, 0.309367, 0, 0.090922, 1.88173, 1.6918, 1.39019, 2.55382, 0.059222, 0.796005, 15.5718, 
40, 0.000242, 7.10271, 0.78069, 0.365328, 0, 0.272258, 1.91207, 2.09156, 1.61817, 2.95247, 0.066057, 0.919619, 18.6709, 
44, 0.000268, 6.9959, 0.610045, 0.394423, 0, 0.211115, 1.36439, 2.25067, 1.85272, 3.30724, 0.075287, 1.04949, 18.7956, 
48, 0.001498, 8.64466, 0.449304, 0.185309, 0, 0.050457, 0.75251, 1.39533, 2.37222, 3.7461, 0.150156, 1.33922, 19.892, 
52, 0.001384, 10.3328, 0.211708, 0.092356, 0, 0.031965, 0.78547, 0.448765, 2.40529, 4.07223, 0.101417, 1.22233, 20.4961, 
56, 0.002064, 9.53966, 0.242321, 0.143009, 0, 0.069499, 0.840849, 0.528182, 2.51089, 4.49418, 0.12047, 1.26912, 20.6226, 
60, 0.000224, 8.82661, 0.526243, 0.148404, 0, 0.05644, 1.033, 0.762895, 2.88401, 4.78348, 0.130331, 1.43451, 21.7065, 
64, 0.001538, 11.206, 0.501113, 0.324688, 0, 0.161895, 1.42541, 1.70328, 3.2733, 5.0738, 0.142767, 1.50145, 26.3605, 
68, 0.000221, 12.4446, 0.561644, 0.139336, 0, 0.087729, 1.33403, 1.20852, 3.38012, 5.67875, 0.170654, 1.8083, 27.949, 
72, 0.000229, 13.5588, 0.712333, 0.425604, 0, 0.09042, 1.32677, 1.401, 3.87919, 5.59443, 0.160366, 1.75768, 30.0967, 
76, 0.000221, 15.1771, 0.756105, 0.379619, 0, 0.155963, 1.42019, 1.93703, 4.57794, 6.23646, 0.248897, 1.94834, 34.1282, 
80, 0.00022, 16.112, 0.461013, 0.19194, 0, 0.083504, 1.10612, 1.797, 4.22244, 6.36772, 0.199792, 2.03519, 33.9744, 
84, 0.000222, 16.4014, 0.246763, 0.089535, 0, 0.064721, 0.881415, 0.312266, 4.94369, 6.94999, 0.270769, 1.9853, 33.5256, 
88, 0.001682, 17.6079, 0.29313, 0.121586, 0, 0.101216, 1.39905, 0.671424, 5.19997, 7.11807, 0.195242, 1.96276, 36.1167, 
92, 0.00022, 19.5428, 0.416298, 0.151882, 0, 0.107125, 1.49984, 0.771918, 4.82553, 7.42293, 0.234564, 2.19185, 38.708, 
96, 0.000329, 17.835, 0.813432, 0.195574, 0, 0.173892, 1.90022, 1.73113, 5.59396, 7.64857, 0.194643, 2.21931, 40.0173, 
100, 0.000225, 19.1473, 0.787951, 0.268955, 0, 0.073983, 1.24643, 1.80914, 5.31747, 7.63833, 0.210812, 2.31969, 40.5942, 
104, 0.000456, 21.2305, 0.587933, 0.335522, 0, 0.145323, 1.48189, 2.02422, 5.33805, 7.96556, 0.257909, 2.47704, 43.7366, 
108, 0.002076, 18.8526, 0.509888, 0.182867, 0, 0.060518, 1.37361, 1.56301, 5.26906, 7.70871, 0.216833, 2.43624, 40.1591, 
112, 0.005688, 19.8345, 0.477786, 0.161846, 0, 0.08406, 1.43398, 1.43208, 4.65884, 7.69972, 0.225465, 2.66997, 40.7325, 
116, 0.000222, 18.2355, 0.399905, 0.098824, 0, 0.085236, 1.04449, 1.97493, 8.03961, 8.20019, 0.224629, 2.63687, 44.422, 
120, 0.000289, 19.121, 0.315999, 0.089527, 0, 0.028029, 1.20386, 1.18324, 7.28307, 9.0392, 0.227986, 2.73671, 43.5181, 
124, 0.000226, 17.7855, 0.452778, 0.170414, 0, 0.059571, 1.53647, 0.857846, 4.79836, 8.69576, 0.231806, 2.8318, 39.8705, 
128, 0.002087, 16.9107, 0.640875, 0.304154, 0, 0.187248, 1.46772, 1.37504, 4.16432, 9.44971, 0.257162, 2.9477, 40.1825, 
132, 0.000225, 11.48, 0.405707, 0.115409, 0, 0.059588, 1.11542, 1.24052, 3.1287, 9.48575, 0.275724, 3.03399, 32.897, 
136, 0.00024, 12.2634, 0.40287, 0.185348, 0, 0.113899, 1.94434, 1.10965, 3.26539, 9.59263, 0.281977, 3.17319, 35.0446, 
140, 0.000223, 14.1741, 0.717885, 0.43771, 0, 0.302924, 1.81326, 1.8503, 3.41801, 10.1916, 0.307812, 3.40636, 39.6012, 
144, 0.000242, 13.7621, 0.309987, 0.201583, 0, 0.080543, 0.802644, 1.2363, 3.61329, 10.7058, 0.319102, 3.29145, 37.2716, 
148, 0.000221, 14.0167, 0.293948, 0.133737, 0, 0.042652, 0.800341, 0.388031, 3.95557, 11.1268, 0.325643, 3.39687, 37.5069, 
152, 0.000227, 13.529, 0.463614, 0.109989, 0, 0.051015, 0.843772, 0.807236, 4.12193, 11.5793, 0.325791, 3.49068, 38.4522, 
156, 0.000221, 14.7167, 0.445425, 0.146635, 0, 0.038455, 0.699127, 1.10349, 4.34251, 11.7492, 0.343137, 3.7398, 40.5554, 
160, 0.000222, 15.8821, 0.374346, 0.110464, 0, 0.033573, 0.738579, 0.857641, 4.54404, 11.7777, 0.358492, 3.63508, 41.6132, 
164, 0.00022, 16.2892, 0.409412, 0.151416, 0, 0.076787, 0.958946, 0.850926, 4.87946, 12.1861, 0.365137, 3.73832, 43.3067, 
168, 0.000239, 16.7323, 0.453873, 0.05189, 0, 0.030709, 0.756448, 1.08694, 5.00769, 12.229, 0.371525, 3.83467, 44.0388, 
172, 0.000237, 17.4513, 0.701617, 0.25722, 0, 0.058241, 1.32212, 1.51223, 5.34002, 12.4976, 0.382735, 3.99513, 47.1566, 
176, 0.003923, 18.1452, 0.73332, 0.553739, 0, 0.260245, 1.9362, 1.60225, 5.61047, 12.9091, 0.387402, 4.00077, 49.9739, 
180, 0.000259, 17.6499, 0.781706, 0.767204, 0, 0.204464, 1.33358, 1.57125, 5.61613, 13.1119, 0.400962, 4.27042, 49.6592, 
