cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, Overall

4, 0.003443, 0.001452, 0.000571, 0.00042, 0.013946, 0, 0, 0, 0.261578, 0, 0.03602, 0.107985, 0.002209, 0.432131, 
8, 0.000223, 0.103587, 0.06395, 0.038224, 0.223204, 0, 0, 0, 0.50343, 0.461581, 0.089679, 0.27225, 0.004497, 1.67334, 
12, 0.001629, 0.237322, 0.139296, 0.097171, 0.319833, 0, 0, 0, 0.589511, 0.599999, 0.119149, 0.366057, 0.007045, 2.26331, 
16, 0.000221, 0.277913, 0.190565, 0.087013, 0.09269, 0, 0, 0, 0.343542, 0.38661, 0.177743, 0.51391, 0.008553, 1.8257, 
20, 0.000215, 0.363033, 0.258343, 0.104338, 0.095926, 0, 0, 0, 0.462547, 0.404636, 0.170932, 0.570439, 0.010076, 2.11153, 
24, 0.000231, 0.465796, 0.311749, 0.153701, 0.176369, 0, 0, 0, 0.532297, 0.615337, 0.261499, 1.02079, 0.0136, 3.12891, 
28, 0.000219, 0.885713, 0.55932, 0.324861, 0.234692, 0, 0, 0, 0.518077, 0.832873, 0.279262, 1.00215, 0.024052, 3.85091, 
32, 0.006666, 0.976464, 0.635837, 0.340173, 0.314364, 0, 0, 0, 0.724739, 1.00508, 0.422319, 0.941659, 0.017671, 4.60214, 
36, 0.000218, 1.69567, 1.03083, 0.664482, 0.415511, 0, 0, 0, 1.44006, 1.1346, 0.568855, 2.20384, 0.02935, 7.66966, 
40, 0.001925, 1.43907, 0.867873, 0.570816, 0.437963, 0, 0, 0, 0.998087, 1.53897, 0.434497, 1.68561, 0.033431, 6.69395, 
44, 0.000218, 1.34406, 0.859721, 0.483972, 0.273727, 0, 0, 0, 0.50796, 1.35265, 0.543456, 1.44334, 0.025736, 5.62926, 
