cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, Save manifold, Overall

120, 0.000226, 17.2511, 13.1687, 4.0807, 0.277808, 0.058982, 0, 0.024518, 0.85824, 0.920096, 4.38187, 8.00901, 0.216922, 2.64929, 36.8203, 
124, 0.000225, 17.7201, 14.0351, 3.68313, 0.413781, 0.167285, 0, 0.05174, 1.39876, 0.780342, 4.35646, 8.16955, 0.219408, 2.76623, 38.3485, 
128, 0.002074, 16.1352, 12.0459, 4.08759, 0.595605, 0.392836, 0, 0.173098, 1.33476, 1.2439, 3.81699, 8.66213, 0.250801, 2.86131, 37.9051, 
132, 0.000228, 10.9879, 9.69406, 1.2921, 0.374908, 0.109138, 0, 0.059169, 1.0042, 1.12879, 2.96084, 8.8954, 0.257554, 2.95454, 31.2723, 
136, 0.000241, 12.4467, 10.9112, 1.5337, 0.379775, 0.176173, 0, 0.091252, 1.75708, 1.00579, 3.11564, 9.16059, 0.257284, 3.05447, 34.1189, 
140, 0.000221, 13.6349, 10.8239, 2.80933, 0.670805, 0.404971, 0, 0.271677, 1.58962, 1.69896, 3.27922, 9.67033, 0.280071, 3.16032, 37.5093, 
144, 0.000229, 13.385, 10.2563, 3.12694, 0.304491, 0.189318, 0, 0.077009, 0.748912, 1.12539, 3.43673, 10.2685, 0.290227, 3.32729, 36.0743, 
148, 0.000221, 13.4925, 10.1291, 3.36166, 0.274974, 0.131944, 0, 0.042705, 0.748331, 0.365415, 3.68631, 10.575, 0.299581, 3.33697, 35.9649, 
152, 0.00023, 13.6624, 10.5919, 3.06882, 0.448154, 0.10436, 0, 0.042097, 0.794276, 0.77187, 3.927, 10.8764, 0.306605, 3.40475, 37.4203, 
156, 0.000228, 14.3929, 10.9962, 3.39496, 0.4226, 0.137781, 0, 0.035776, 0.647144, 1.02393, 4.19248, 11.1448, 0.320731, 3.48756, 39.0046, 
160, 0.00023, 15.6656, 12.4448, 3.21896, 0.360702, 0.102347, 0, 0.028444, 0.670711, 0.794273, 4.37227, 11.1855, 0.32872, 3.56266, 40.3404, 
164, 0.000226, 15.9439, 12.7065, 3.23569, 0.380282, 0.13622, 0, 0.073564, 0.862593, 0.780773, 4.65021, 11.6593, 0.341313, 3.62195, 41.8129, 
168, 0.000268, 16.5937, 12.9408, 3.65122, 0.432596, 0.047777, 0, 0.021408, 0.795224, 1.01599, 4.84072, 11.6583, 0.340024, 3.70036, 42.9004, 
172, 0.000235, 17.2786, 13.6815, 3.59531, 0.659481, 0.254331, 0, 0.04986, 1.22602, 1.42891, 5.14114, 11.9526, 0.358103, 4.07476, 46.0338, 
176, 0.003311, 18.2453, 14.6777, 3.56572, 0.69714, 0.530656, 0, 0.262101, 1.87164, 1.69374, 5.47575, 12.5032, 0.370615, 3.92345, 49.335, 
180, 0.000222, 17.9624, 13.431, 4.52953, 0.750164, 0.743005, 0, 0.177672, 1.25867, 1.54166, 5.53951, 12.4346, 0.371175, 4.02849, 48.743, 
