TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 4, 1
TRUE, 4, 5, 2
FALSE, 4, 6, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
FALSE, 4, 4, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 4, 1
FALSE, 4, 3, 1
FALSE, 4, 3, 1
TRUE, 4, 5, 2
FALSE, 4, 4, 1
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 6, 3
FALSE, 4, 3, 1
TRUE, 3, 3, 1
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 4, 1
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 3, 3, 1
FALSE, 4, 3, 1
TRUE, 4, 5, 2
FALSE, 4, 6, 2
FALSE, 4, 5, 1
FALSE, 4, 4, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 6, 3
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 3, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
FALSE, 4, 3, 1
FALSE, 4, 6, 2
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 6, 3
FALSE, 4, 4, 1
FALSE, 4, 4, 1
TRUE, 3, 3, 1
FALSE, 4, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 6, 3
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 3, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 4, 1
FALSE, 4, 4, 1
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 6, 3
TRUE, 4, 5, 2
TRUE, 4, 5, 2
FALSE, 4, 3, 1
TRUE, 4, 5, 2
TRUE, 4, 5, 2
TRUE, 4, 6, 3
FALSE, 4, 3, 1
TRUE, 4, 6, 3
TRUE, 3, 3, 1
FALSE, 4, 3, 1
TRUE, 4, 5, 2
